mRNA,SRR6408214,SRR6408215,SRR6408216
mRNA67805,1,0,0
mRNA67806,1,0,0
mRNA67807,1,0,0
mRNA67808,1,0,0
mRNA67809,0,0,0
mRNA67810,1,0,0
mRNA67811,0,0,0
mRNA67812,0,0,0
mRNA67813,0,0,0
mRNA67814,0,0,0
mRNA67815,0,0,0
mRNA67816,0,0,0
mRNA67817,0,0,0
mRNA67818,0,0,0
mRNA67819,0,0,0
mRNA67820,0,0,0
mRNA67821,0,0,0
mRNA67822,0,0,0
mRNA67823,0,0,0
mRNA67824,0,0,0
mRNA67825,0,0,0
mRNA67826,1,0,1
mRNA67827,1,0,1
mRNA67828,1,1,0
mRNA67829,1,1,0
mRNA67830,1,1,0
mRNA67831,1,1,0
mRNA67832,1,1,0
mRNA67833,1,1,0
mRNA67834,1,1,0
mRNA67835,1,1,0
mRNA67836,1,1,0
mRNA67837,1,1,0
mRNA67838,1,1,0
mRNA67839,1,1,0
mRNA67840,1,1,0
mRNA67841,0,0,0
mRNA67842,0,0,0
mRNA67843,0,0,0
mRNA67844,0,0,0
mRNA67845,0,0,0
mRNA67846,0,0,0
mRNA67847,0,0,0
mRNA67848,0,0,0
mRNA67849,0,0,0
mRNA67850,0,0,0
mRNA67851,0,0,0
mRNA67852,0,0,0
mRNA67853,0,0,0
mRNA67854,0,0,0
mRNA67855,0,0,0
mRNA67856,0,0,0
mRNA67857,0,0,0
mRNA67858,0,0,0
mRNA67859,0,0,0
mRNA67860,0,0,0
mRNA67861,0,0,0
mRNA67862,0,0,0
mRNA67863,0,0,0
mRNA67864,0,0,0
mRNA67865,0,0,0
mRNA67866,11,0,107
mRNA67867,11,0,107
mRNA67868,352,1432,740
mRNA67869,182,107,95
mRNA67870,182,107,95
mRNA67871,182,107,95
mRNA67872,77,107,94
mRNA67873,77,107,94
mRNA67874,77,107,94
mRNA67875,77,107,94
mRNA67876,0,0,0
mRNA67877,0,0,0
mRNA67878,0,0,0
mRNA67879,0,0,0
mRNA67880,0,0,0
mRNA67881,67,0,0
mRNA67882,67,0,0
mRNA67883,0,0,0
mRNA67884,0,0,0
mRNA67885,0,0,0
mRNA67886,0,0,0
mRNA67887,0,0,0
mRNA67888,0,0,0
mRNA67889,0,0,0
mRNA67890,0,0,0
mRNA67891,0,0,0
mRNA67892,0,0,0
mRNA67893,0,0,0
mRNA67894,0,0,0
mRNA67895,0,0,0
mRNA67896,182,27,41
mRNA67897,171,20,36
mRNA67898,182,27,41
mRNA67899,171,20,36
mRNA67900,171,20,36
mRNA67901,171,20,36
mRNA67902,675,1505,177
mRNA67903,675,1505,177
mRNA67904,675,1505,177
mRNA67905,292,413,43
mRNA67906,292,413,43
mRNA67907,292,413,43
mRNA67908,292,413,43
mRNA67909,292,413,43
mRNA67910,292,413,43
mRNA67911,289,413,43
mRNA67912,289,413,43
mRNA67913,289,413,43
mRNA67914,289,413,43
mRNA67915,289,413,43
mRNA67916,289,413,43
mRNA67917,289,413,43
mRNA67918,289,413,43
mRNA67919,289,413,43
mRNA67920,289,413,43
mRNA67921,289,413,43
mRNA67922,289,413,43
mRNA67923,289,413,43
mRNA67924,289,413,43
mRNA67925,289,413,43
mRNA67926,289,413,43
mRNA67927,289,413,43
mRNA67928,289,413,43
mRNA67929,289,413,43
mRNA67930,289,413,43
mRNA67931,289,413,43
mRNA67932,289,413,43
mRNA67933,289,413,43
mRNA67934,289,413,43
mRNA67935,227,0,6
mRNA67936,227,0,6
mRNA67937,227,0,6
mRNA67938,289,413,43
mRNA67939,238,413,43
mRNA67940,238,413,43
mRNA67941,62,413,37
mRNA67942,41,413,24
mRNA67943,41,413,24
mRNA67944,261,9,85
mRNA67945,261,9,85
mRNA67946,261,9,85
mRNA67947,259,9,82
mRNA67948,259,9,82
mRNA67949,252,7,82
mRNA67950,254,7,85
mRNA67951,5,0,0
mRNA67952,4,0,0
mRNA67953,7,37,21
mRNA67954,7,37,21
mRNA67955,5,10,0
mRNA67956,4,36,21
mRNA67957,4,16,21
mRNA67958,2,37,21
mRNA67959,0,16,21
mRNA67960,0,16,21
mRNA67961,0,2,0
mRNA67962,0,0,0
mRNA67963,0,0,0
mRNA67964,0,0,0
mRNA67965,0,0,0
mRNA67966,0,0,1
mRNA67967,0,0,1
mRNA67968,0,0,1
mRNA67969,219,311,147
mRNA67970,342,470,225
mRNA67971,342,470,225
mRNA67972,342,470,225
mRNA67973,342,470,225
mRNA67974,342,470,225
mRNA67975,342,470,225
mRNA67976,342,470,225
mRNA67977,1,0,0
mRNA67978,1,0,0
mRNA67979,1,0,0
mRNA67980,1,0,0
mRNA67981,1,0,0
mRNA67982,51,0,16
mRNA67983,49,0,14
mRNA67984,49,0,14
mRNA67985,49,0,14
mRNA67986,49,0,14
mRNA67987,49,0,14
mRNA67988,51,0,16
mRNA67989,51,0,16
mRNA67990,0,520,55
mRNA67991,0,520,55
mRNA67992,0,520,55
mRNA67993,0,520,55
mRNA67994,0,520,55
mRNA67995,0,520,55
mRNA67996,0,507,55
mRNA67997,425,594,755
mRNA67998,425,594,755
mRNA67999,425,594,755
mRNA68000,425,594,755
mRNA68001,425,594,755
mRNA68002,425,594,755
mRNA68003,425,594,755
mRNA68004,409,564,727
mRNA68005,409,564,727
mRNA68006,409,564,727
mRNA68007,136,421,108
mRNA68008,161,0,248
mRNA68009,161,0,248
mRNA68010,161,0,248
mRNA68011,161,0,248
mRNA68012,161,0,248
mRNA68013,161,0,248
mRNA68014,0,0,0
mRNA68015,0,0,0
mRNA68016,0,0,0
mRNA68017,0,0,0
mRNA68018,0,0,0
mRNA68019,0,0,0
mRNA68020,0,0,0
mRNA68021,0,0,0
mRNA68022,0,0,0
mRNA68023,0,0,0
mRNA68024,7,724,0
mRNA68025,7,724,0
mRNA68026,7,724,0
mRNA68027,7,724,0
mRNA68028,7,724,0
mRNA68029,7,724,0
mRNA68030,7,724,0
mRNA68031,7,724,0
mRNA68032,7,724,0
mRNA68033,7,724,0
mRNA68034,7,724,0
mRNA68035,7,724,0
mRNA68036,7,724,0
mRNA68037,7,724,0
mRNA68038,7,724,0
mRNA68039,7,724,0
mRNA68040,7,724,0
mRNA68041,7,724,0
mRNA68042,7,717,0
mRNA68043,7,717,0
mRNA68044,0,0,0
mRNA68045,0,0,0
mRNA68046,0,0,0
mRNA68047,0,0,0
mRNA68048,0,0,0
mRNA68049,43,0,1
mRNA68050,43,0,1
mRNA68051,43,0,1
mRNA68052,43,0,1
mRNA68053,43,0,1
mRNA68054,43,0,1
mRNA68055,43,0,1
mRNA68056,43,0,1
mRNA68057,43,0,1
mRNA68058,39,0,1
mRNA68059,42,0,1
mRNA68060,0,0,0
mRNA68061,0,0,0
mRNA68062,0,0,0
mRNA68063,0,0,0
mRNA68064,0,0,0
mRNA68065,0,0,0
mRNA68066,0,0,0
mRNA68067,0,0,0
mRNA68068,0,0,0
mRNA68069,0,0,0
mRNA68070,0,1,0
mRNA68071,116,2,24
mRNA68072,573,3,72
mRNA68073,573,3,72
mRNA68074,573,3,72
mRNA68075,573,3,72
mRNA68076,509,1,57
mRNA68077,31,678,0
mRNA68078,0,0,0
mRNA68079,0,0,0
mRNA68080,0,0,0
mRNA68081,2,0,0
mRNA68082,2,0,0
mRNA68083,2,0,0
mRNA68084,2,0,0
mRNA68085,2,0,0
mRNA68086,2,0,0
mRNA68087,0,0,0
mRNA68088,0,0,0
mRNA68089,0,0,0
mRNA68090,0,0,0
mRNA68091,94,0,161
mRNA68092,94,0,161
mRNA68093,94,0,161
mRNA68094,0,0,0
mRNA68095,0,0,0
mRNA68096,0,0,0
mRNA68097,0,0,0
mRNA68098,0,0,0
mRNA68099,112,221,1434
mRNA68100,0,0,0
mRNA68101,0,0,0
mRNA68102,0,0,0
mRNA68103,0,0,0
mRNA68104,0,0,0
mRNA68105,0,0,0
mRNA68106,0,0,0
mRNA68107,0,0,0
mRNA68108,0,0,0
mRNA68109,54,0,0
mRNA68110,54,0,0
mRNA68111,54,0,0
mRNA68112,54,0,0
mRNA68113,54,0,0
mRNA68114,54,0,0
mRNA68115,54,0,0
mRNA68116,179,157,143
mRNA68117,179,157,143
mRNA68118,179,157,143
mRNA68119,179,157,143
mRNA68120,179,157,139
mRNA68121,179,137,104
mRNA68122,179,137,90
mRNA68123,179,137,90
mRNA68124,45,3,2
mRNA68125,44,3,1
mRNA68126,44,3,1
mRNA68127,22,2,1
mRNA68128,22,2,1
mRNA68129,22,2,1
mRNA68130,2,1,1
mRNA68131,2,1,1
mRNA68132,41,0,21
mRNA68133,41,0,21
mRNA68134,41,0,21
mRNA68135,41,0,21
mRNA68136,0,0,0
mRNA68137,91,1,6
mRNA68138,90,1,6
mRNA68139,2,3,31
mRNA68140,13,0,0
mRNA68141,538,52,110
mRNA68142,538,52,110
mRNA68143,398,52,77
mRNA68144,398,52,77
mRNA68145,1,0,0
mRNA68146,1,0,0
mRNA68147,1,0,0
mRNA68148,97,67,1
mRNA68149,97,67,1
mRNA68150,97,67,1
mRNA68151,97,67,1
mRNA68152,96,0,0
mRNA68153,0,0,0
mRNA68154,8865,7207,473
mRNA68155,8865,7207,473
mRNA68156,8865,7207,473
mRNA68157,63,1,2
mRNA68158,285,705,115
mRNA68159,285,705,115
mRNA68160,285,705,115
mRNA68161,285,705,115
mRNA68162,285,705,115
mRNA68163,285,705,115
mRNA68164,0,1,0
mRNA68165,0,0,0
mRNA68166,285,704,115
mRNA68167,285,704,115
mRNA68168,285,704,115
mRNA68169,0,0,0
mRNA68170,285,704,113
mRNA68171,285,704,113
mRNA68172,285,704,113
mRNA68173,285,704,113
mRNA68174,285,704,113
mRNA68175,285,704,113
mRNA68176,285,704,113
mRNA68177,285,704,113
mRNA68178,285,704,113
mRNA68179,285,704,113
mRNA68180,285,704,113
mRNA68181,285,704,113
mRNA68182,285,704,113
mRNA68183,285,704,113
mRNA68184,285,704,113
mRNA68185,285,704,113
mRNA68186,285,704,113
mRNA68187,285,704,113
mRNA68188,285,704,113
mRNA68189,285,704,113
mRNA68190,0,0,0
mRNA68191,0,0,0
mRNA68192,0,0,0
mRNA68193,0,0,0
mRNA68194,0,0,0
mRNA68195,0,0,0
mRNA68196,0,0,0
mRNA68197,0,0,0
mRNA68198,0,0,0
mRNA68199,0,0,0
mRNA68200,0,0,0
mRNA68201,0,0,0
mRNA68202,0,0,0
mRNA68203,0,0,0
mRNA68204,0,0,0
mRNA68205,0,0,0
mRNA68206,0,0,0
mRNA68207,0,0,0
mRNA68208,0,0,0
mRNA68209,0,0,0
mRNA68210,0,0,0
mRNA68211,0,0,0
mRNA68212,0,0,0
mRNA68213,0,0,0
mRNA68214,0,0,0
mRNA68215,0,0,0
mRNA68216,0,0,0
mRNA68217,0,0,0
mRNA68218,0,0,0
mRNA68219,0,0,0
mRNA68220,0,0,0
mRNA68221,0,0,0
mRNA68222,0,0,0
mRNA68223,0,2,0
mRNA68224,0,2,0
mRNA68225,0,2,0
mRNA68226,0,2,0
mRNA68227,0,0,0
mRNA68228,0,0,0
mRNA68229,0,0,0
mRNA68230,0,0,0
mRNA68231,0,0,0
mRNA68232,0,0,0
mRNA68233,0,0,0
mRNA68234,0,0,0
mRNA68235,0,0,0
mRNA68236,0,0,0
mRNA68237,0,0,0
mRNA68238,0,0,0
mRNA68239,0,0,0
mRNA68240,0,0,0
mRNA68241,0,0,0
mRNA68242,0,0,0
mRNA68243,0,0,0
mRNA68244,0,0,0
mRNA68245,8,108,320
mRNA68246,8,108,320
mRNA68247,8,108,320
mRNA68248,0,1,48
mRNA68249,0,1,43
mRNA68250,0,1,40
mRNA68251,0,0,17
mRNA68252,0,0,17
mRNA68253,0,0,16
mRNA68254,0,54,2
mRNA68255,0,54,2
mRNA68256,0,0,0
mRNA68257,0,0,0
mRNA68258,0,0,0
mRNA68259,95,0,0
mRNA68260,95,0,0
mRNA68261,95,0,0
mRNA68262,95,0,0
mRNA68263,95,0,0
mRNA68264,95,0,0
mRNA68265,95,0,0
mRNA68266,95,0,0
mRNA68267,95,0,0
mRNA68268,95,0,0
mRNA68269,95,0,0
mRNA68270,95,0,0
mRNA68271,87,0,0
mRNA68272,83,0,0
mRNA68273,68,0,0
mRNA68274,0,0,0
mRNA68275,0,0,0
mRNA68276,0,0,0
mRNA68277,0,0,0
mRNA68278,0,0,0
mRNA68279,0,0,0
mRNA68280,0,0,0
mRNA68281,0,0,0
mRNA68282,0,0,0
mRNA68283,24,0,0
mRNA68284,24,0,0
mRNA68285,24,0,0
mRNA68286,0,0,0
mRNA68287,0,0,0
mRNA68288,0,0,0
mRNA68289,0,0,0
mRNA68290,0,0,0
mRNA68291,68,0,11
mRNA68292,68,0,11
mRNA68293,68,0,11
mRNA68294,68,0,11
mRNA68295,68,0,11
mRNA68296,68,0,11
mRNA68297,150,0,15
mRNA68298,60,0,11
mRNA68299,52,0,11
mRNA68300,0,1,1
mRNA68301,0,1,1
mRNA68302,0,0,92
mRNA68303,0,0,92
mRNA68304,0,0,92
mRNA68305,0,0,92
mRNA68306,0,0,92
mRNA68307,0,0,92
mRNA68308,0,0,92
mRNA68309,0,0,92
mRNA68310,0,0,92
mRNA68311,0,0,92
mRNA68312,0,0,92
mRNA68313,0,0,92
mRNA68314,0,0,92
mRNA68315,0,0,92
mRNA68316,0,0,92
mRNA68317,0,0,92
mRNA68318,0,0,92
mRNA68319,0,0,92
mRNA68320,0,0,92
mRNA68321,0,0,92
mRNA68322,0,0,92
mRNA68323,0,0,92
mRNA68324,0,0,92
mRNA68325,75,0,0
mRNA68326,25,0,0
mRNA68327,25,0,0
mRNA68328,25,0,0
mRNA68329,25,0,0
mRNA68330,25,0,0
mRNA68331,25,0,0
mRNA68332,25,0,0
mRNA68333,25,0,0
mRNA68334,25,0,0
mRNA68335,25,0,0
mRNA68336,25,0,0
mRNA68337,25,0,0
mRNA68338,25,0,0
mRNA68339,25,0,0
mRNA68340,25,0,0
mRNA68341,25,0,0
mRNA68342,25,0,0
mRNA68343,25,0,0
mRNA68344,0,0,4
mRNA68345,0,0,4
mRNA68346,0,0,4
mRNA68347,0,0,3
mRNA68348,242,0,200
mRNA68349,233,0,193
mRNA68350,242,0,200
mRNA68351,242,0,200
mRNA68352,242,0,200
mRNA68353,13,0,151
mRNA68354,13,0,151
mRNA68355,13,0,151
mRNA68356,13,0,151
mRNA68357,115,0,17
mRNA68358,125,19,17
mRNA68359,115,0,17
mRNA68360,115,0,17
mRNA68361,125,19,17
mRNA68362,115,0,17
mRNA68363,113,0,17
mRNA68364,113,0,17
mRNA68365,113,0,17
mRNA68366,9,19,0
mRNA68367,9,19,0
mRNA68368,9,19,0
mRNA68369,9,19,0
mRNA68370,0,0,0
mRNA68371,0,0,0
mRNA68372,0,0,0
mRNA68373,0,0,0
mRNA68374,0,0,0
mRNA68375,834,167,35
mRNA68376,834,167,34
mRNA68377,834,167,34
mRNA68378,834,167,34
mRNA68379,834,167,34
mRNA68380,834,167,34
mRNA68381,834,167,34
mRNA68382,802,162,34
mRNA68383,802,162,34
mRNA68384,802,162,34
mRNA68385,0,0,0
mRNA68386,0,0,0
mRNA68387,0,0,0
mRNA68388,0,0,0
mRNA68389,0,0,0
mRNA68390,0,0,0
mRNA68391,0,0,0
mRNA68392,0,0,0
mRNA68393,12,7,29
mRNA68394,12,7,29
mRNA68395,12,7,29
mRNA68396,12,7,29
mRNA68397,12,7,29
mRNA68398,12,7,29
mRNA68399,12,7,29
mRNA68400,12,7,29
mRNA68401,0,0,0
mRNA68402,0,0,0
mRNA68403,0,0,33
mRNA68404,0,0,33
mRNA68405,0,0,33
mRNA68406,0,0,33
mRNA68407,124,0,86
mRNA68408,124,0,86
mRNA68409,268,0,136
mRNA68410,124,0,86
mRNA68411,124,0,86
mRNA68412,121,0,85
mRNA68413,391,0,254
mRNA68414,299,0,198
mRNA68415,299,0,198
mRNA68416,12,28,4
mRNA68417,12,28,4
mRNA68418,12,28,4
mRNA68419,12,28,4
mRNA68420,12,28,4
mRNA68421,12,28,4
mRNA68422,12,28,4
mRNA68423,12,28,4
mRNA68424,12,28,4
mRNA68425,12,28,4
mRNA68426,12,28,4
mRNA68427,9,28,4
mRNA68428,54,0,16
mRNA68429,54,0,16
mRNA68430,54,0,9
mRNA68431,54,0,9
mRNA68432,322,425,394
mRNA68433,322,425,394
mRNA68434,143,59,45
mRNA68435,143,59,45
mRNA68436,143,59,45
mRNA68437,143,59,45
mRNA68438,139,59,45
mRNA68439,139,59,45
mRNA68440,139,59,45
mRNA68441,27,59,20
mRNA68442,27,59,20
mRNA68443,13,59,13
mRNA68444,9,59,13
mRNA68445,9,59,13
mRNA68446,312,1,54
mRNA68447,312,1,54
mRNA68448,312,1,54
mRNA68449,312,1,54
mRNA68450,312,1,54
mRNA68451,312,1,54
mRNA68452,312,1,54
mRNA68453,312,1,54
mRNA68454,312,1,54
mRNA68455,312,1,54
mRNA68456,312,1,54
mRNA68457,312,1,54
mRNA68458,332,15,41
mRNA68459,332,15,41
mRNA68460,332,15,38
mRNA68461,332,15,38
mRNA68462,332,15,38
mRNA68463,332,15,38
mRNA68464,323,13,39
mRNA68465,170,0,24
mRNA68466,0,7,29
mRNA68467,0,7,27
mRNA68468,0,7,27
mRNA68469,0,7,27
mRNA68470,0,7,27
mRNA68471,0,7,27
mRNA68472,0,7,27
mRNA68473,0,7,27
mRNA68474,0,0,0
mRNA68475,0,0,0
mRNA68476,0,0,0
mRNA68477,0,0,0
mRNA68478,0,0,0
mRNA68479,0,0,0
mRNA68480,0,0,0
mRNA68481,0,0,0
mRNA68482,0,0,0
mRNA68483,0,0,0
mRNA68484,0,0,0
mRNA68485,0,0,0
mRNA68486,0,0,0
mRNA68487,0,0,0
mRNA68488,0,0,0
mRNA68489,0,0,0
mRNA68490,0,0,0
mRNA68491,0,0,0
mRNA68492,130,0,80
mRNA68493,130,0,75
mRNA68494,130,0,68
mRNA68495,130,0,54
mRNA68496,130,0,54
mRNA68497,129,0,54
mRNA68498,129,0,54
mRNA68499,103,0,49
mRNA68500,36,0,49
mRNA68501,130,0,13
mRNA68502,0,0,0
mRNA68503,0,0,0
mRNA68504,0,0,0
mRNA68505,0,1,0
mRNA68506,0,1,0
mRNA68507,0,1,0
mRNA68508,0,1,0
mRNA68509,0,1,0
mRNA68510,0,1,0
mRNA68511,0,0,19
mRNA68512,0,0,19
mRNA68513,0,0,19
mRNA68514,0,0,19
mRNA68515,0,0,19
mRNA68516,0,0,19
mRNA68517,0,0,19
mRNA68518,0,0,19
mRNA68519,0,0,19
mRNA68520,0,0,19
mRNA68521,0,0,19
mRNA68522,0,0,19
mRNA68523,0,0,19
mRNA68524,0,0,19
mRNA68525,0,0,19
mRNA68526,0,0,2
mRNA68527,0,0,2
mRNA68528,6,0,0
mRNA68529,6,0,0
mRNA68530,6,0,0
mRNA68531,6,0,0
mRNA68532,6,0,0
mRNA68533,6,0,0
mRNA68534,6,0,0
mRNA68535,6,0,0
mRNA68536,1,0,0
mRNA68537,1,0,0
mRNA68538,1,0,0
mRNA68539,1,0,0
mRNA68540,1,0,0
mRNA68541,1,0,0
mRNA68542,1,0,0
mRNA68543,1,0,0
mRNA68544,539,0,367
mRNA68545,539,0,367
mRNA68546,539,0,367
mRNA68547,539,0,367
mRNA68548,539,0,367
mRNA68549,539,0,367
mRNA68550,539,0,367
mRNA68551,539,0,367
mRNA68552,539,0,367
mRNA68553,539,0,367
mRNA68554,539,0,367
mRNA68555,539,0,367
mRNA68556,539,0,367
mRNA68557,539,0,367
mRNA68558,539,0,367
mRNA68559,539,0,367
mRNA68560,539,0,367
mRNA68561,539,0,367
mRNA68562,539,0,367
mRNA68563,539,0,367
mRNA68564,539,0,367
mRNA68565,539,0,367
mRNA68566,539,0,367
mRNA68567,539,0,367
mRNA68568,539,0,367
mRNA68569,539,0,367
mRNA68570,539,0,367
mRNA68571,539,0,367
mRNA68572,539,0,367
mRNA68573,514,0,276
mRNA68574,0,0,2
mRNA68575,80,0,33
mRNA68576,80,0,33
mRNA68577,80,0,33
mRNA68578,80,0,33
mRNA68579,80,0,33
mRNA68580,80,0,33
mRNA68581,80,0,33
mRNA68582,80,0,33
mRNA68583,80,0,33
mRNA68584,80,0,33
mRNA68585,80,0,33
mRNA68586,1,0,0
mRNA68587,1,0,0
mRNA68588,1,0,0
mRNA68589,1,0,0
mRNA68590,6,0,22
mRNA68591,6,0,22
mRNA68592,6,0,22
mRNA68593,6,0,22
mRNA68594,6,0,22
mRNA68595,6,0,22
mRNA68596,6,0,22
mRNA68597,6,0,22
mRNA68598,6,0,22
mRNA68599,6,0,22
mRNA68600,6,0,22
mRNA68601,6,0,22
mRNA68602,6,0,22
mRNA68603,6,0,22
mRNA68604,6,0,22
mRNA68605,6,0,22
mRNA68606,6,0,22
mRNA68607,6,0,0
mRNA68608,409,6,81
mRNA68609,409,6,81
mRNA68610,408,6,81
mRNA68611,409,6,81
mRNA68612,409,6,81
mRNA68613,409,6,81
mRNA68614,409,6,81
mRNA68615,409,6,81
mRNA68616,409,6,81
mRNA68617,408,6,76
mRNA68618,408,6,76
mRNA68619,408,6,76
mRNA68620,408,6,76
mRNA68621,408,6,76
mRNA68622,408,5,76
mRNA68623,408,5,76
mRNA68624,407,5,74
mRNA68625,407,5,74
mRNA68626,407,5,74
mRNA68627,406,5,74
mRNA68628,407,5,74
mRNA68629,407,5,74
mRNA68630,407,5,74
mRNA68631,407,5,74
mRNA68632,407,5,74
mRNA68633,407,5,74
mRNA68634,406,5,74
mRNA68635,407,5,74
mRNA68636,407,5,74
mRNA68637,406,5,74
mRNA68638,2,1,7
mRNA68639,2,1,7
mRNA68640,2,0,5
mRNA68641,2,0,5
mRNA68642,2,0,5
mRNA68643,2,0,5
mRNA68644,2,0,7
mRNA68645,2,0,7
mRNA68646,0,0,0
mRNA68647,0,0,0
mRNA68648,0,0,0
mRNA68649,320,282,182
mRNA68650,320,282,182
mRNA68651,477,281,118
mRNA68652,465,234,118
mRNA68653,465,234,118
mRNA68654,465,234,118
mRNA68655,465,234,118
mRNA68656,13,156,0
mRNA68657,25,1349,17
mRNA68658,161,402,166
mRNA68659,161,402,166
mRNA68660,161,402,166
mRNA68661,161,402,166
mRNA68662,161,402,166
mRNA68663,220,1349,49
mRNA68664,220,1349,49
mRNA68665,220,1349,49
mRNA68666,220,1349,49
mRNA68667,220,1349,49
mRNA68668,220,1349,49
mRNA68669,220,1349,49
mRNA68670,217,1349,49
mRNA68671,116,1123,33
mRNA68672,116,876,33
mRNA68673,220,1349,49
mRNA68674,220,1349,49
mRNA68675,197,1269,49
mRNA68676,0,1,0
mRNA68677,0,1,0
mRNA68678,0,1,0
mRNA68679,0,1,0
mRNA68680,0,1,0
mRNA68681,0,1,0
mRNA68682,0,1,0
mRNA68683,0,1,0
mRNA68684,0,1,0
mRNA68685,0,0,0
mRNA68686,0,0,0
mRNA68687,0,0,0
mRNA68688,0,0,0
mRNA68689,0,0,0
mRNA68690,0,0,0
mRNA68691,0,0,0
mRNA68692,0,0,0
mRNA68693,0,0,0
mRNA68694,0,0,0
mRNA68695,0,0,0
mRNA68696,0,0,0
mRNA68697,0,0,0
mRNA68698,0,0,0
mRNA68699,0,0,0
mRNA68700,0,0,0
mRNA68701,0,0,0
mRNA68702,21,0,131
mRNA68703,21,0,131
mRNA68704,12,0,0
mRNA68705,0,0,0
mRNA68706,0,0,0
mRNA68707,0,0,0
mRNA68708,0,0,0
mRNA68709,0,0,0
mRNA68710,0,0,0
mRNA68711,0,0,0
mRNA68712,0,0,0
mRNA68713,0,0,0
mRNA68714,0,0,0
mRNA68715,0,0,0
mRNA68716,0,0,0
mRNA68717,0,0,0
mRNA68718,0,0,0
mRNA68719,0,0,0
mRNA68720,0,0,0
mRNA68721,0,0,0
mRNA68722,0,0,0
mRNA68723,0,0,0
mRNA68724,0,0,0
mRNA68725,0,0,0
mRNA68726,0,0,0
mRNA68727,0,0,0
mRNA68728,0,0,0
mRNA68729,0,0,0
mRNA68730,0,0,0
mRNA68731,0,0,0
mRNA68732,80,0,96
mRNA68733,317,442,67
mRNA68734,317,442,67
mRNA68735,313,436,36
mRNA68736,313,436,36
mRNA68737,1,0,14
mRNA68738,1,0,0
mRNA68739,1,0,0
mRNA68740,1,0,0
mRNA68741,1,0,0
mRNA68742,258,282,277
mRNA68743,258,282,277
mRNA68744,258,282,277
mRNA68745,258,282,277
mRNA68746,258,282,277
mRNA68747,258,282,277
mRNA68748,258,282,277
mRNA68749,258,282,277
mRNA68750,258,282,277
mRNA68751,258,282,277
mRNA68752,258,282,277
mRNA68753,258,282,277
mRNA68754,258,282,277
mRNA68755,258,282,277
mRNA68756,258,282,277
mRNA68757,258,282,277
mRNA68758,258,282,277
mRNA68759,258,282,277
mRNA68760,258,282,277
mRNA68761,258,282,277
mRNA68762,258,282,277
mRNA68763,258,282,277
mRNA68764,258,282,277
mRNA68765,256,282,49
mRNA68766,84,0,25
mRNA68767,84,0,25
mRNA68768,66,0,12
mRNA68769,66,0,12
mRNA68770,66,0,12
mRNA68771,66,0,12
mRNA68772,0,0,12
mRNA68773,69,0,15
mRNA68774,66,0,2
mRNA68775,66,0,2
mRNA68776,66,0,0
mRNA68777,66,0,0
mRNA68778,48,0,0
mRNA68779,278,10,179
mRNA68780,262,10,179
mRNA68781,272,10,325
mRNA68782,272,10,325
mRNA68783,272,10,325
mRNA68784,272,10,325
mRNA68785,272,10,325
mRNA68786,272,10,325
mRNA68787,262,10,181
mRNA68788,262,10,181
mRNA68789,262,10,181
mRNA68790,262,10,181
mRNA68791,262,10,179
mRNA68792,262,10,179
mRNA68793,262,10,179
mRNA68794,262,10,179
mRNA68795,262,10,179
mRNA68796,262,10,179
mRNA68797,262,10,179
mRNA68798,262,10,170
mRNA68799,196,9,169
mRNA68800,261,10,169
mRNA68801,271,10,315
mRNA68802,261,10,169
mRNA68803,261,10,169
mRNA68804,270,10,315
mRNA68805,198,2,24
mRNA68806,198,2,26
mRNA68807,16,0,8
mRNA68808,16,0,8
mRNA68809,0,0,2
mRNA68810,0,0,2
mRNA68811,0,0,2
mRNA68812,0,0,2
mRNA68813,0,0,2
mRNA68814,0,0,2
mRNA68815,0,0,2
mRNA68816,16,0,5
mRNA68817,16,0,5
mRNA68818,16,0,4
mRNA68819,141,46,134
mRNA68820,141,46,134
mRNA68821,141,46,134
mRNA68822,141,46,134
mRNA68823,141,46,134
mRNA68824,141,46,134
mRNA68825,0,0,1
mRNA68826,0,0,1
mRNA68827,0,0,0
mRNA68828,0,0,0
mRNA68829,0,0,0
mRNA68830,0,0,0
mRNA68831,0,0,0
mRNA68832,5,0,0
mRNA68833,5,0,0
mRNA68834,5,0,0
mRNA68835,6,0,4
mRNA68836,6,0,4
mRNA68837,6,0,4
mRNA68838,6,0,4
mRNA68839,6,0,4
mRNA68840,6,0,4
mRNA68841,6,0,4
mRNA68842,6,0,4
mRNA68843,6,0,4
mRNA68844,6,0,4
mRNA68845,6,0,4
mRNA68846,6,0,4
mRNA68847,6,0,4
mRNA68848,6,0,4
mRNA68849,6,0,4
mRNA68850,6,0,4
mRNA68851,6,0,4
mRNA68852,6,0,4
mRNA68853,6,0,4
mRNA68854,6,0,4
mRNA68855,6,0,4
mRNA68856,6,0,4
mRNA68857,6,0,4
mRNA68858,6,0,4
mRNA68859,6,0,4
mRNA68860,6,0,4
mRNA68861,6,0,4
mRNA68862,6,0,4
mRNA68863,6,0,4
mRNA68864,6,0,4
mRNA68865,6,0,4
mRNA68866,6,0,4
mRNA68867,0,0,4
mRNA68868,0,0,4
mRNA68869,0,0,4
mRNA68870,0,0,4
mRNA68871,0,0,4
mRNA68872,0,0,4
mRNA68873,0,0,4
mRNA68874,0,0,4
mRNA68875,0,0,4
mRNA68876,0,0,4
mRNA68877,0,0,4
