mRNA,SRR6408214,SRR6408215,SRR6408216
mRNA68878,0,0,4
mRNA68879,0,0,4
mRNA68880,0,0,4
mRNA68881,0,0,4
mRNA68882,0,0,4
mRNA68883,0,0,4
mRNA68884,0,0,4
mRNA68885,0,0,4
mRNA68886,0,0,4
mRNA68887,0,0,4
mRNA68888,0,0,4
mRNA68889,0,0,4
mRNA68890,0,0,4
mRNA68891,127,35,216
mRNA68892,124,35,184
mRNA68893,40,0,0
mRNA68894,40,0,0
mRNA68895,40,0,0
mRNA68896,40,0,0
mRNA68897,40,0,0
mRNA68898,0,0,0
mRNA68899,0,0,0
mRNA68900,0,0,0
mRNA68901,0,0,0
mRNA68902,0,0,0
mRNA68903,0,0,0
mRNA68904,0,0,0
mRNA68905,0,0,0
mRNA68906,466,455,136
mRNA68907,466,455,136
mRNA68908,466,455,136
mRNA68909,466,455,136
mRNA68910,466,455,136
mRNA68911,466,455,136
mRNA68912,466,455,136
mRNA68913,466,455,136
mRNA68914,466,455,136
mRNA68915,107,207,2
mRNA68916,107,207,2
mRNA68917,107,207,2
mRNA68918,367,632,0
mRNA68919,367,632,0
mRNA68920,367,632,0
mRNA68921,367,632,0
mRNA68922,122,622,5
mRNA68923,122,622,5
mRNA68924,4,109,201
mRNA68925,4,109,201
mRNA68926,4,105,199
mRNA68927,483,1543,638
mRNA68928,483,1543,638
mRNA68929,483,1543,638
mRNA68930,2,0,48
mRNA68931,1,0,7
mRNA68932,0,0,4
mRNA68933,0,0,4
mRNA68934,0,0,4
mRNA68935,0,0,2
mRNA68936,1,1,0
mRNA68937,1,1,0
mRNA68938,1,0,0
mRNA68939,1,0,0
mRNA68940,1,0,0
mRNA68941,1,1,0
mRNA68942,1,1,0
mRNA68943,106,0,28
mRNA68944,106,0,28
mRNA68945,106,0,28
mRNA68946,106,0,28
mRNA68947,102,0,15
mRNA68948,90,0,1
mRNA68949,0,0,0
mRNA68950,156,577,71
mRNA68951,1,0,6
mRNA68952,0,0,0
mRNA68953,0,0,0
mRNA68954,0,0,0
mRNA68955,0,382,20
mRNA68956,0,382,20
mRNA68957,0,382,20
mRNA68958,0,382,20
mRNA68959,0,382,20
mRNA68960,0,382,20
mRNA68961,0,382,20
mRNA68962,0,189,0
mRNA68963,444,91,6
mRNA68964,444,91,6
mRNA68965,124,0,43
mRNA68966,124,0,43
mRNA68967,124,0,43
mRNA68968,124,0,43
mRNA68969,11,0,8
mRNA68970,11,0,8
mRNA68971,11,0,8
mRNA68972,11,0,8
mRNA68973,11,0,8
mRNA68974,11,0,8
mRNA68975,368,863,603
mRNA68976,1,0,0
mRNA68977,0,0,2
mRNA68978,0,0,2
mRNA68979,0,0,2
mRNA68980,0,0,2
mRNA68981,0,0,2
mRNA68982,0,0,2
mRNA68983,0,0,0
mRNA68984,0,0,0
mRNA68985,0,0,1
mRNA68986,0,0,1
mRNA68987,0,0,0
mRNA68988,23,12,5
mRNA68989,23,12,5
mRNA68990,23,12,5
mRNA68991,23,11,5
mRNA68992,23,11,5
mRNA68993,23,11,5
mRNA68994,23,11,5
mRNA68995,23,11,5
mRNA68996,23,11,5
mRNA68997,23,11,5
mRNA68998,23,11,5
mRNA68999,23,11,5
mRNA69000,23,12,5
mRNA69001,23,12,5
mRNA69002,23,12,5
mRNA69003,23,12,5
mRNA69004,3,0,17
mRNA69005,597,0,684
mRNA69006,361,0,431
mRNA69007,597,0,678
mRNA69008,0,0,0
mRNA69009,0,0,0
mRNA69010,0,0,0
mRNA69011,0,0,0
mRNA69012,0,0,0
mRNA69013,0,0,0
mRNA69014,0,0,0
mRNA69015,0,0,0
mRNA69016,0,0,0
mRNA69017,0,0,0
mRNA69018,0,0,0
mRNA69019,0,0,0
mRNA69020,0,0,0
mRNA69021,102,448,400
mRNA69022,102,448,400
mRNA69023,102,448,400
mRNA69024,0,0,0
mRNA69025,0,0,0
mRNA69026,0,0,0
mRNA69027,76,148,1528
mRNA69028,76,148,1527
mRNA69029,55,0,777
mRNA69030,76,148,1527
mRNA69031,0,0,3
mRNA69032,0,0,3
mRNA69033,0,0,3
mRNA69034,0,0,3
mRNA69035,0,0,3
mRNA69036,0,0,24
mRNA69037,0,0,21
mRNA69038,0,0,21
mRNA69039,0,0,2
mRNA69040,0,0,21
mRNA69041,0,0,94
mRNA69042,0,0,94
mRNA69043,0,0,94
mRNA69044,0,0,94
mRNA69045,844,479,960
mRNA69046,730,4,263
mRNA69047,39966,45388,49276
mRNA69048,39966,45388,49276
mRNA69049,39966,45388,49276
mRNA69050,39966,45388,49276
mRNA69051,38060,43778,47633
mRNA69052,121,0,0
mRNA69053,121,0,0
mRNA69054,121,0,0
mRNA69055,121,0,0
mRNA69056,121,0,0
mRNA69057,121,0,0
mRNA69058,121,0,0
mRNA69059,121,0,0
mRNA69060,121,0,0
mRNA69061,121,0,0
mRNA69062,121,0,0
mRNA69063,121,0,0
mRNA69064,121,0,0
mRNA69065,121,0,0
mRNA69066,121,0,0
mRNA69067,7,0,0
mRNA69068,45,441,377
mRNA69069,45,441,377
mRNA69070,45,441,377
mRNA69071,45,441,377
mRNA69072,45,441,377
mRNA69073,45,441,377
mRNA69074,414,1947,96
mRNA69075,414,1947,96
mRNA69076,410,1944,82
mRNA69077,1,0,0
mRNA69078,1,0,0
mRNA69079,0,0,0
mRNA69080,0,0,4
mRNA69081,0,0,4
mRNA69082,0,0,4
mRNA69083,0,0,4
mRNA69084,0,0,4
mRNA69085,0,0,4
mRNA69086,0,0,4
mRNA69087,0,0,4
mRNA69088,0,0,4
mRNA69089,0,0,4
mRNA69090,0,0,4
mRNA69091,55,449,0
mRNA69092,55,449,0
mRNA69093,55,449,0
mRNA69094,55,449,0
mRNA69095,55,449,0
mRNA69096,55,449,0
mRNA69097,55,449,0
mRNA69098,55,449,0
mRNA69099,55,449,0
mRNA69100,55,449,0
mRNA69101,55,449,0
mRNA69102,55,449,0
mRNA69103,55,449,0
mRNA69104,55,449,0
mRNA69105,55,449,0
mRNA69106,55,449,0
mRNA69107,55,449,0
mRNA69108,55,449,0
mRNA69109,55,449,0
mRNA69110,55,449,0
mRNA69111,55,449,0
mRNA69112,55,449,0
mRNA69113,55,449,0
mRNA69114,55,449,0
mRNA69115,55,449,0
mRNA69116,55,449,0
mRNA69117,55,449,0
mRNA69118,55,449,0
mRNA69119,55,449,0
mRNA69120,55,449,0
mRNA69121,55,449,0
mRNA69122,55,449,0
mRNA69123,55,449,0
mRNA69124,55,449,0
mRNA69125,55,449,0
mRNA69126,55,449,0
mRNA69127,55,449,0
mRNA69128,55,449,0
mRNA69129,55,449,0
mRNA69130,55,449,0
mRNA69131,55,449,0
mRNA69132,55,449,0
mRNA69133,55,449,0
mRNA69134,55,449,0
mRNA69135,55,449,0
mRNA69136,55,449,0
mRNA69137,55,449,0
mRNA69138,55,449,0
mRNA69139,55,449,0
mRNA69140,55,449,0
mRNA69141,55,449,0
mRNA69142,55,449,0
mRNA69143,55,449,0
mRNA69144,55,449,0
mRNA69145,55,449,0
mRNA69146,55,449,0
mRNA69147,55,449,0
mRNA69148,55,449,0
mRNA69149,55,449,0
mRNA69150,55,449,0
mRNA69151,55,449,0
mRNA69152,55,449,0
mRNA69153,55,449,0
mRNA69154,55,449,0
mRNA69155,55,449,0
mRNA69156,55,449,0
mRNA69157,55,449,0
mRNA69158,55,449,0
mRNA69159,55,449,0
mRNA69160,55,449,0
mRNA69161,55,440,0
mRNA69162,51,361,0
mRNA69163,0,0,0
mRNA69164,0,0,0
mRNA69165,0,0,0
mRNA69166,0,0,0
mRNA69167,98,1098,223
mRNA69168,98,1098,223
mRNA69169,98,1098,223
mRNA69170,98,1098,212
mRNA69171,98,1098,212
mRNA69172,956,2487,2686
mRNA69173,956,2487,2686
mRNA69174,899,2232,2241
mRNA69175,158,344,1031
mRNA69176,158,344,1031
mRNA69177,0,0,0
mRNA69178,0,0,0
mRNA69179,0,1,1
mRNA69180,0,1,1
mRNA69181,0,1,1
mRNA69182,0,1,1
mRNA69183,0,1,1
mRNA69184,0,1,1
mRNA69185,0,1,1
mRNA69186,0,1,1
mRNA69187,0,1,1
mRNA69188,0,0,0
mRNA69189,0,0,0
mRNA69190,63,0,82
mRNA69191,0,0,0
mRNA69192,0,0,0
mRNA69193,0,0,0
mRNA69194,617,334,2
mRNA69195,524,334,2
mRNA69196,524,334,2
mRNA69197,524,334,2
mRNA69198,524,334,2
mRNA69199,3,0,35
mRNA69200,3,0,35
mRNA69201,3,0,35
mRNA69202,3,0,35
mRNA69203,3,0,35
mRNA69204,3,0,35
mRNA69205,7813,8087,8559
mRNA69206,7813,8087,8559
mRNA69207,7233,7402,6895
mRNA69208,8,2,0
mRNA69209,8,2,0
mRNA69210,8,2,0
mRNA69211,0,0,0
mRNA69212,0,0,0
mRNA69213,0,0,0
mRNA69214,330,1988,51
mRNA69215,66,93,206
mRNA69216,66,93,206
mRNA69217,530,159,2340
mRNA69218,530,159,2340
mRNA69219,529,159,2327
mRNA69220,529,159,2327
mRNA69221,529,159,2327
mRNA69222,0,0,0
mRNA69223,0,0,0
mRNA69224,0,0,0
mRNA69225,0,0,0
mRNA69226,0,0,0
mRNA69227,0,0,0
mRNA69228,352,1285,854
mRNA69229,352,1285,854
mRNA69230,537,2991,571
mRNA69231,537,2991,571
mRNA69232,5,1,157
mRNA69233,5,1,157
mRNA69234,0,0,0
mRNA69235,0,0,0
mRNA69236,0,0,0
mRNA69237,0,0,0
mRNA69238,0,0,0
mRNA69239,0,0,0
mRNA69240,0,0,5
mRNA69241,0,0,5
mRNA69242,0,0,5
mRNA69243,0,0,0
mRNA69244,0,0,0
mRNA69245,0,0,0
mRNA69246,0,0,0
mRNA69247,0,0,0
mRNA69248,0,0,0
mRNA69249,0,0,3
mRNA69250,0,0,3
mRNA69251,0,0,3
mRNA69252,0,0,3
mRNA69253,0,0,3
mRNA69254,0,0,3
mRNA69255,0,0,3
mRNA69256,0,0,3
mRNA69257,0,0,3
mRNA69258,0,0,3
mRNA69259,0,0,3
mRNA69260,0,0,3
mRNA69261,0,0,3
mRNA69262,0,0,3
mRNA69263,0,0,3
mRNA69264,0,0,3
mRNA69265,0,0,3
mRNA69266,0,0,3
mRNA69267,0,0,3
mRNA69268,0,0,3
mRNA69269,0,0,3
mRNA69270,0,0,3
mRNA69271,0,0,3
mRNA69272,0,0,3
mRNA69273,0,0,3
mRNA69274,0,0,3
mRNA69275,0,0,3
mRNA69276,0,0,3
mRNA69277,0,0,3
mRNA69278,0,0,3
mRNA69279,0,0,3
mRNA69280,0,0,2
mRNA69281,0,0,0
mRNA69282,0,0,29
mRNA69283,0,0,5
mRNA69284,0,0,5
mRNA69285,0,0,5
mRNA69286,0,0,5
mRNA69287,0,0,5
mRNA69288,0,0,29
mRNA69289,0,0,29
mRNA69290,0,0,0
mRNA69291,0,0,0
mRNA69292,0,0,0
mRNA69293,0,0,0
mRNA69294,0,0,0
mRNA69295,0,0,0
mRNA69296,0,0,0
mRNA69297,0,0,0
mRNA69298,0,0,1
mRNA69299,1,0,0
mRNA69300,0,0,0
mRNA69301,0,0,0
mRNA69302,0,0,0
mRNA69303,0,0,0
mRNA69304,0,0,0
mRNA69305,0,0,0
mRNA69306,0,0,0
mRNA69307,0,0,0
mRNA69308,0,0,0
mRNA69309,0,0,0
mRNA69310,57,0,3
mRNA69311,57,0,3
mRNA69312,56,0,3
mRNA69313,56,0,3
mRNA69314,56,0,3
mRNA69315,56,0,3
mRNA69316,56,0,3
mRNA69317,56,0,3
mRNA69318,56,0,3
mRNA69319,56,0,3
mRNA69320,56,0,3
mRNA69321,56,0,3
mRNA69322,56,0,3
mRNA69323,56,0,3
mRNA69324,56,0,3
mRNA69325,56,0,3
mRNA69326,56,0,3
mRNA69327,56,0,3
mRNA69328,55,0,3
mRNA69329,604,0,1
mRNA69330,0,0,153
mRNA69331,0,0,153
mRNA69332,0,0,153
mRNA69333,0,0,86
mRNA69334,0,0,0
mRNA69335,0,0,0
mRNA69336,0,0,0
mRNA69337,2,0,31
mRNA69338,0,0,0
mRNA69339,0,0,0
mRNA69340,0,0,0
mRNA69341,0,0,0
mRNA69342,0,0,0
mRNA69343,0,0,0
mRNA69344,0,0,0
mRNA69345,0,0,0
mRNA69346,0,0,0
mRNA69347,0,0,0
mRNA69348,0,0,0
mRNA69349,0,0,0
mRNA69350,0,0,0
mRNA69351,0,0,0
mRNA69352,0,0,0
mRNA69353,0,0,0
mRNA69354,0,0,0
mRNA69355,3,2,7
mRNA69356,3,2,7
mRNA69357,0,0,0
mRNA69358,0,0,0
mRNA69359,0,0,0
mRNA69360,1,0,0
mRNA69361,1,0,0
mRNA69362,1,0,0
mRNA69363,0,0,0
mRNA69364,0,0,0
mRNA69365,0,0,0
mRNA69366,0,0,0
mRNA69367,0,0,0
mRNA69368,0,0,0
mRNA69369,0,0,0
mRNA69370,0,0,0
mRNA69371,0,1,2
mRNA69372,0,1,3
mRNA69373,0,1,3
mRNA69374,0,1,2
mRNA69375,0,1,3
mRNA69376,0,1,3
mRNA69377,0,1,3
mRNA69378,0,1,3
mRNA69379,0,1,2
mRNA69380,0,1,2
mRNA69381,0,1,2
mRNA69382,0,1,2
mRNA69383,0,1,2
mRNA69384,0,1,2
mRNA69385,0,1,2
mRNA69386,0,1,2
mRNA69387,0,1,2
mRNA69388,0,1,2
mRNA69389,0,1,2
mRNA69390,0,1,2
mRNA69391,0,1,2
mRNA69392,0,1,2
mRNA69393,0,1,2
mRNA69394,0,1,2
mRNA69395,0,0,0
mRNA69396,0,0,0
mRNA69397,0,0,0
mRNA69398,0,0,0
mRNA69399,0,0,0
mRNA69400,0,0,0
mRNA69401,0,0,0
mRNA69402,125,3,68
mRNA69403,67,0,36
mRNA69404,67,0,36
mRNA69405,67,0,36
mRNA69406,67,0,36
mRNA69407,67,0,36
mRNA69408,67,0,36
mRNA69409,67,0,36
mRNA69410,67,0,36
mRNA69411,263,727,325
mRNA69412,263,727,325
mRNA69413,257,672,307
mRNA69414,0,0,1
mRNA69415,0,0,1
mRNA69416,0,0,1
mRNA69417,282,21,886
mRNA69418,276,7,842
mRNA69419,273,1,840
mRNA69420,0,0,0
mRNA69421,0,0,0
mRNA69422,0,0,0
mRNA69423,273,1,840
mRNA69424,273,1,840
mRNA69425,273,1,840
mRNA69426,273,1,840
mRNA69427,273,1,840
mRNA69428,6,14,44
mRNA69429,6,14,44
mRNA69430,6,14,44
mRNA69431,6,14,44
mRNA69432,6,14,44
mRNA69433,6,14,44
mRNA69434,6,14,44
mRNA69435,6,14,24
mRNA69436,0,0,13
mRNA69437,0,0,6
mRNA69438,5,0,0
mRNA69439,264,300,102
mRNA69440,264,300,102
mRNA69441,264,300,102
mRNA69442,264,300,102
mRNA69443,264,300,102
mRNA69444,0,0,0
mRNA69445,0,0,0
mRNA69446,0,0,0
mRNA69447,0,0,0
mRNA69448,0,0,0
mRNA69449,0,0,0
mRNA69450,0,0,0
mRNA69451,0,0,0
mRNA69452,0,0,0
mRNA69453,0,0,0
mRNA69454,0,0,0
mRNA69455,0,0,12
mRNA69456,0,0,0
mRNA69457,0,0,0
mRNA69458,0,0,0
mRNA69459,0,0,0
mRNA69460,0,0,0
mRNA69461,0,0,0
mRNA69462,3,0,0
mRNA69463,0,0,0
mRNA69464,0,0,0
mRNA69465,0,0,0
mRNA69466,0,0,0
mRNA69467,0,0,0
mRNA69468,0,0,0
mRNA69469,0,0,0
mRNA69470,0,0,0
mRNA69471,0,0,0
mRNA69472,0,0,0
mRNA69473,0,0,0
mRNA69474,0,0,0
mRNA69475,0,0,0
mRNA69476,0,0,0
mRNA69477,0,0,0
mRNA69478,0,0,0
mRNA69479,0,0,0
mRNA69480,0,0,0
mRNA69481,0,0,0
mRNA69482,0,0,0
mRNA69483,0,0,0
mRNA69484,0,0,0
mRNA69485,0,0,0
mRNA69486,0,0,0
mRNA69487,0,0,0
mRNA69488,0,0,0
mRNA69489,0,0,1
mRNA69490,0,0,0
mRNA69491,0,0,0
mRNA69492,0,0,0
mRNA69493,0,0,0
mRNA69494,0,0,0
mRNA69495,0,0,0
mRNA69496,1,0,0
mRNA69497,1,0,0
mRNA69498,1,0,0
mRNA69499,1,0,0
mRNA69500,1,0,0
mRNA69501,0,0,0
mRNA69502,0,0,0
mRNA69503,0,0,0
mRNA69504,0,0,0
mRNA69505,0,0,0
mRNA69506,0,0,0
mRNA69507,0,0,0
mRNA69508,0,0,0
mRNA69509,0,0,0
mRNA69510,0,0,0
mRNA69511,0,0,0
mRNA69512,0,0,0
mRNA69513,0,0,0
mRNA69514,0,0,0
mRNA69515,0,0,0
mRNA69516,0,0,0
mRNA69517,25,1,40
mRNA69518,15,0,18
mRNA69519,0,0,2
mRNA69520,0,0,0
mRNA69521,0,0,0
mRNA69522,0,0,0
mRNA69523,0,0,0
mRNA69524,0,0,0
mRNA69525,0,0,0
mRNA69526,0,0,0
mRNA69527,0,0,0
mRNA69528,0,0,0
mRNA69529,0,0,0
mRNA69530,0,0,0
mRNA69531,0,0,0
mRNA69532,0,0,0
mRNA69533,0,0,0
mRNA69534,0,0,0
mRNA69535,0,0,0
mRNA69536,0,0,0
mRNA69537,0,0,0
mRNA69538,0,0,0
mRNA69539,0,0,0
mRNA69540,0,0,0
mRNA69541,0,0,0
mRNA69542,0,0,0
mRNA69543,0,0,0
mRNA69544,0,0,0
mRNA69545,0,0,0
mRNA69546,0,0,3
mRNA69547,0,0,3
mRNA69548,28,0,49
mRNA69549,45,0,102
mRNA69550,45,0,102
mRNA69551,45,0,102
mRNA69552,0,0,22
mRNA69553,0,0,22
mRNA69554,0,0,22
mRNA69555,0,0,22
mRNA69556,0,0,22
mRNA69557,0,0,22
mRNA69558,172,1157,353
mRNA69559,172,1157,353
mRNA69560,172,1157,353
mRNA69561,172,1157,353
mRNA69562,53,323,97
mRNA69563,0,0,0
mRNA69564,0,0,0
mRNA69565,0,0,0
mRNA69566,0,0,0
mRNA69567,15,0,5
mRNA69568,15,0,5
mRNA69569,39,29,145
mRNA69570,39,29,145
mRNA69571,0,0,0
mRNA69572,0,0,3
mRNA69573,39,29,137
mRNA69574,0,0,0
mRNA69575,0,0,0
mRNA69576,0,0,17
mRNA69577,0,0,0
mRNA69578,0,0,0
mRNA69579,0,0,0
mRNA69580,0,0,0
mRNA69581,0,0,0
mRNA69582,17,80,95
mRNA69583,0,0,0
mRNA69584,0,0,0
mRNA69585,0,0,0
mRNA69586,0,0,0
mRNA69587,0,0,0
mRNA69588,606,0,360
mRNA69589,606,0,360
mRNA69590,606,0,360
mRNA69591,606,0,359
mRNA69592,606,0,359
mRNA69593,338,0,41
mRNA69594,201,0,10
mRNA69595,131,0,10
mRNA69596,0,0,0
mRNA69597,0,0,0
mRNA69598,0,0,0
mRNA69599,0,0,0
mRNA69600,0,0,0
mRNA69601,0,0,0
mRNA69602,0,0,0
mRNA69603,0,0,0
mRNA69604,0,0,0
mRNA69605,0,0,0
mRNA69606,0,0,0
mRNA69607,29,1,30
mRNA69608,29,1,30
mRNA69609,29,1,30
mRNA69610,0,199,34
mRNA69611,0,199,34
mRNA69612,3,0,3
mRNA69613,3,0,3
mRNA69614,3,0,3
mRNA69615,3,0,3
mRNA69616,3,0,3
mRNA69617,2,0,2
mRNA69618,0,0,1
mRNA69619,0,0,1
mRNA69620,0,0,1
mRNA69621,0,0,1
mRNA69622,0,0,1
mRNA69623,58,274,30
mRNA69624,100,4,4
mRNA69625,100,4,4
mRNA69626,96,4,4
mRNA69627,96,4,4
mRNA69628,96,4,4
mRNA69629,96,4,4
mRNA69630,96,4,4
mRNA69631,96,4,4
mRNA69632,1,0,0
mRNA69633,7,0,8
mRNA69634,6,0,0
mRNA69635,50,0,252
mRNA69636,50,0,252
mRNA69637,94,0,192
mRNA69638,0,0,0
mRNA69639,0,0,0
mRNA69640,0,0,0
mRNA69641,0,0,0
mRNA69642,43,106,109
mRNA69643,0,0,86
mRNA69644,1,0,9
mRNA69645,1,0,9
mRNA69646,1,0,9
mRNA69647,1,0,9
mRNA69648,1,0,9
mRNA69649,1,0,9
mRNA69650,1,0,9
mRNA69651,1,0,9
mRNA69652,1,0,9
mRNA69653,1,0,9
mRNA69654,0,0,0
mRNA69655,0,0,0
mRNA69656,0,0,0
mRNA69657,0,0,0
mRNA69658,0,0,0
mRNA69659,1,0,9
mRNA69660,1,0,9
mRNA69661,1,0,9
mRNA69662,1,0,9
mRNA69663,1,0,9
mRNA69664,0,0,0
mRNA69665,174,0,110
mRNA69666,174,0,107
mRNA69667,0,0,1
mRNA69668,0,0,1
mRNA69669,0,0,1
mRNA69670,0,0,0
mRNA69671,11,0,12
mRNA69672,11,0,12
mRNA69673,11,0,12
mRNA69674,11,0,10
mRNA69675,11,0,10
mRNA69676,1,0,10
mRNA69677,11,0,10
mRNA69678,11,0,10
mRNA69679,11,0,10
mRNA69680,11,0,10
mRNA69681,11,0,10
mRNA69682,11,0,10
mRNA69683,1,1,1
mRNA69684,423,1074,928
mRNA69685,423,1074,928
mRNA69686,0,2,1
mRNA69687,0,2,1
mRNA69688,0,2,1
mRNA69689,0,2,1
mRNA69690,0,0,0
mRNA69691,0,0,0
mRNA69692,0,0,0
mRNA69693,0,0,0
mRNA69694,0,0,0
mRNA69695,0,0,0
mRNA69696,217,591,768
mRNA69697,204,481,149
mRNA69698,0,2,1
mRNA69699,0,2,0
mRNA69700,0,0,0
mRNA69701,0,0,0
mRNA69702,0,0,0
mRNA69703,0,0,0
mRNA69704,0,0,0
mRNA69705,0,0,0
mRNA69706,485,0,0
mRNA69707,485,0,0
mRNA69708,485,0,0
mRNA69709,494,0,0
mRNA69710,494,0,0
mRNA69711,485,0,0
mRNA69712,0,0,0
mRNA69713,0,0,0
mRNA69714,1,0,0
mRNA69715,1,0,0
mRNA69716,1,0,0
mRNA69717,0,1,1
mRNA69718,0,1,1
mRNA69719,0,1,1
mRNA69720,0,0,0
mRNA69721,0,0,0
mRNA69722,0,0,0
mRNA69723,0,0,0
mRNA69724,533,1159,326
mRNA69725,532,1157,323
mRNA69726,492,1081,279
mRNA69727,490,1080,235
mRNA69728,481,1080,226
mRNA69729,481,1080,226
mRNA69730,414,1080,183
mRNA69731,149,1794,610
mRNA69732,149,1794,610
mRNA69733,293,369,62
mRNA69734,293,369,62
mRNA69735,280,364,50
mRNA69736,280,364,50
mRNA69737,0,0,0
mRNA69738,48,101,35
mRNA69739,48,101,35
mRNA69740,48,101,35
mRNA69741,48,101,35
mRNA69742,48,101,35
mRNA69743,48,101,35
mRNA69744,48,101,35
mRNA69745,48,101,35
mRNA69746,43,94,35
mRNA69747,43,94,0
mRNA69748,0,0,0
mRNA69749,0,0,0
mRNA69750,0,0,0
mRNA69751,0,0,0
mRNA69752,0,0,0
mRNA69753,0,0,0
mRNA69754,0,0,0
mRNA69755,0,0,0
mRNA69756,0,0,0
mRNA69757,0,0,0
mRNA69758,0,0,0
mRNA69759,0,0,0
mRNA69760,0,0,0
mRNA69761,0,0,0
mRNA69762,0,0,0
mRNA69763,58,40,31
mRNA69764,58,40,31
mRNA69765,58,40,31
mRNA69766,58,40,31
mRNA69767,58,40,31
mRNA69768,58,39,29
mRNA69769,26,6,16
mRNA69770,26,6,16
mRNA69771,25,6,16
mRNA69772,25,6,16
mRNA69773,25,6,16
mRNA69774,26,6,16
mRNA69775,26,6,16
mRNA69776,26,6,16
mRNA69777,58,40,31
mRNA69778,58,40,31
mRNA69779,33,34,15
mRNA69780,32,34,15
mRNA69781,32,34,15
mRNA69782,32,34,15
mRNA69783,32,34,15
mRNA69784,32,34,15
mRNA69785,32,34,15
mRNA69786,32,34,15
mRNA69787,32,34,15
mRNA69788,32,34,15
mRNA69789,32,34,15
mRNA69790,32,34,15
mRNA69791,32,34,15
mRNA69792,32,34,15
mRNA69793,32,34,15
mRNA69794,32,34,15
mRNA69795,32,34,15
mRNA69796,32,34,15
mRNA69797,32,34,15
mRNA69798,32,34,15
mRNA69799,0,0,0
mRNA69800,0,193,6
mRNA69801,0,193,0
mRNA69802,56,617,17
mRNA69803,56,617,17
mRNA69804,56,617,17
mRNA69805,56,617,17
mRNA69806,56,617,17
mRNA69807,54,394,17
mRNA69808,54,394,17
mRNA69809,40,348,6
mRNA69810,56,617,17
mRNA69811,56,617,17
mRNA69812,56,617,17
mRNA69813,56,617,17
mRNA69814,56,617,17
mRNA69815,56,617,17
mRNA69816,56,617,17
mRNA69817,56,617,17
mRNA69818,56,617,17
mRNA69819,56,617,17
mRNA69820,56,617,17
mRNA69821,56,617,17
mRNA69822,56,617,17
mRNA69823,56,617,17
mRNA69824,56,617,17
mRNA69825,56,617,17
mRNA69826,56,617,17
mRNA69827,56,617,17
mRNA69828,56,617,17
mRNA69829,56,617,17
mRNA69830,56,617,17
mRNA69831,56,526,17
mRNA69832,0,193,6
mRNA69833,56,424,11
mRNA69834,56,424,11
mRNA69835,56,424,11
mRNA69836,56,424,11
mRNA69837,56,424,11
mRNA69838,56,424,11
mRNA69839,56,424,11
mRNA69840,56,424,11
mRNA69841,56,424,11
mRNA69842,56,424,11
mRNA69843,56,424,11
mRNA69844,56,424,11
mRNA69845,56,424,11
mRNA69846,56,424,11
mRNA69847,56,424,11
mRNA69848,56,424,11
mRNA69849,56,424,11
mRNA69850,56,424,11
mRNA69851,56,424,11
mRNA69852,56,424,11
mRNA69853,56,424,11
mRNA69854,56,424,11
mRNA69855,56,424,11
mRNA69856,56,424,11
mRNA69857,56,424,11
mRNA69858,56,424,11
mRNA69859,56,424,11
mRNA69860,56,424,11
mRNA69861,56,424,11
mRNA69862,56,424,11
mRNA69863,56,424,11
mRNA69864,56,424,11
mRNA69865,51,424,11
mRNA69866,51,424,11
mRNA69867,13,46,11
mRNA69868,13,46,11
mRNA69869,184,251,153
mRNA69870,164,116,38
mRNA69871,164,116,38
mRNA69872,164,116,38
mRNA69873,73,115,38
mRNA69874,164,116,38
mRNA69875,38,369,9
mRNA69876,38,369,9
mRNA69877,38,369,9
mRNA69878,38,369,9
mRNA69879,37,369,8
mRNA69880,1,0,0
mRNA69881,1,0,0
mRNA69882,1,0,3
mRNA69883,1,0,3
mRNA69884,1,0,3
mRNA69885,1,0,3
mRNA69886,1,0,3
mRNA69887,1,0,3
mRNA69888,1,0,3
mRNA69889,1,0,3
mRNA69890,1,0,3
mRNA69891,1,0,3
mRNA69892,1,0,3
mRNA69893,1,0,3
mRNA69894,1,0,3
mRNA69895,1,0,3
mRNA69896,1,0,3
mRNA69897,8,14,0
mRNA69898,8,14,0
mRNA69899,9,14,0
mRNA69900,0,0,0
mRNA69901,0,0,5
mRNA69902,0,0,0
mRNA69903,0,0,0
mRNA69904,0,0,0
mRNA69905,0,0,0
mRNA69906,0,0,0
mRNA69907,0,0,0
mRNA69908,0,0,0
mRNA69909,0,0,0
mRNA69910,0,0,0
mRNA69911,0,0,0
mRNA69912,0,0,0
mRNA69913,0,0,0
mRNA69914,0,0,0
mRNA69915,0,0,0
mRNA69916,10,0,76
mRNA69917,102,38,118
mRNA69918,102,38,118
mRNA69919,102,38,87
mRNA69920,53,18,34
mRNA69921,335,211,231
mRNA69922,335,211,231
mRNA69923,335,211,231
mRNA69924,333,210,229
mRNA69925,333,210,229
mRNA69926,333,210,229
mRNA69927,172,37,302
mRNA69928,125,0,193
mRNA69929,0,0,0
mRNA69930,0,0,0
mRNA69931,0,0,0
mRNA69932,0,0,0
mRNA69933,0,0,0
mRNA69934,1848,4110,1158
mRNA69935,1848,4110,1158
mRNA69936,1848,4110,1158
mRNA69937,1299,2661,822
mRNA69938,0,0,0
mRNA69939,0,0,0
mRNA69940,0,0,0
mRNA69941,0,0,0
mRNA69942,1,3,0
mRNA69943,1,3,0
mRNA69944,1,3,0
mRNA69945,1,3,0
